SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,EnergyValue (Terajoules - TJ),PeriodEndDate
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Dishwashers,Heating/Cooling,"Low Temperature Heat (< 100 C), Dishwashers",Non-Transport,718.71459,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Dryer,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Drying",Non-Transport,355.650182,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Washers,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Washing",Non-Transport,674.709262,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4539.430317,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5397.046636,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,13077.29695,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,5781.193921,31/12/2021
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,1163.348395,31/12/2021
Transport,Air Transport,Z002,Fossil Fuels,Av. Fuel/Kero,Plane,Turbine Engine,Mobile Motive Power,"Motive Power, Mobile",Air Transport,11978.81531,31/12/2021
Transport,Rail Transport,Z002,Fossil Fuels,Diesel,Passenger Rail,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Rail,71.72146849,31/12/2021
Transport,Rail Transport,Z002,Electricity,Electricity,Passenger Rail,Electric Motor,Mobile Motive Power,"Motive Power, Mobile",Rail,182.1380724,31/12/2021
Transport,Rail Transport,Z002,Fossil Fuels,Diesel,Freight Rail,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Rail,1619.12228,31/12/2021
Transport,Rail Transport,Z002,Electricity,Electricity,Freight Rail,Electric Motor,Mobile Motive Power,"Motive Power, Mobile",Rail,31.8668076,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,LPG,Bus,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,5.958818209,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Light Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,5979.528075,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,45.41593706,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Medium Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,12462.78229,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Heavy Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,34070.69423,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Bus,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,3137.584965,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Bus,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,4.361473356,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Bus,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,8.751361832,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Light Truck,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,0.468625072,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Medium Truck,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,1.366423618,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Heavy Truck,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,0.496066366,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,LPG,Light Passenger Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,96.15496154,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,LPG,Light Commercial Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,36.75415214,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Light Passenger Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,11544.52421,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Passenger Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,77864.31999,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Passenger Vehicle,Conventional Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,1789.709792,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Passenger Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,51.46130391,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Light Passenger Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,15.42675762,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Light Passenger Vehicle,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,93.7118202,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Light Commercial Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,31115.70497,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Commercial Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,5181.456907,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Commercial Vehicle,Conventional Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,0,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Commercial Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,0,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Light Commercial Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,0,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Light Commercial Vehicle,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,126.3040219,31/12/2021
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Motorcycle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Other,656.2218987,31/12/2021
Transport,Road Transport,Z002,Electricity,Electricity,Motorcycle,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Other,0.26087774,31/12/2021
Transport,Sea Transport,Z002,Fossil Fuels,Fuel Oil,Ship,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Sea Transport,2753.040808,31/12/2021
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3770.194098,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,501.534999,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Electronics and Lights,Irrigation,Electronics and Lighting,Irrigation,Non-Transport,1720.258716,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,57.282026,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1309.139041,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1217.248404,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1305.558811,31/12/2020
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,1486.355876,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2350.739954,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Fuel Oil,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,802.750345,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,67.510466,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,6.588945,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,19.761607,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,131.731843,31/12/2020
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,6.588945,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1763.96392,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,203.575513,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,0.845734,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,7.005453,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1.216551,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4.306483,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,37.428408,31/12/2020
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,194.520987,31/12/2020
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1607.491376,31/12/2020
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,305.402762,31/12/2020
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1351.631768,31/12/2020
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,14.203738,31/12/2020
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,13.527368,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,281.840511,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,281.859765,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,7779.861536,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,227.34187,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,111.46608,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1054.825393,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,7.814924,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,359.510701,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,209.083065,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,350.586724,31/12/2020
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,361.877605,31/12/2020
