Row,SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,TJ,PeriodEndDate,Period
543,Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,50.759308,2022-12-31,2022
544,Commercial,Defence,O76,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,14.849022,2022-12-31,2022
545,Commercial,Defence,O76,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,14.849022,2022-12-31,2022
546,Commercial,Defence,O76,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,74.916284,2022-12-31,2022
547,Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,86.753089,2022-12-31,2022
548,Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,197.049507,2022-12-31,2022
549,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2022-12-31,2022
550,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2022-12-31,2022
551,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,387.997933,2022-12-31,2022
552,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,153.798573,2022-12-31,2022
553,Industrial,Dairy Product Manufacturing,C113,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,120.370928,2022-12-31,2022
554,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,107.032713,2022-12-31,2022
555,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,89.351405,2022-12-31,2022
556,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Coal,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,2070.632764,2022-12-31,2022
557,Residential,Residential,Z001,Fossil Fuels,Coal,Heat/Cooling Devices,"Coal Heaters, Residential Only  ",Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,149.631752,2022-12-31,2022
558,Industrial,Mining,B,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,175.654234,2022-12-31,2022
559,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,3683.01194,2022-12-31,2022
560,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,3077.924339,2022-12-31,2022
561,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,5445.78839,2022-12-31,2022
562,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,9.879274,2022-12-31,2022
563,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,164.990549,2022-12-31,2022
564,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,130.877835,2022-12-31,2022
565,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,29.488927,2022-12-31,2022
566,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,143.944834,2022-12-31,2022
567,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,38.881094,2022-12-31,2022
568,"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,116.462236,2022-12-31,2022
569,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,7.235928,2022-12-31,2022
570,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.755068,2022-12-31,2022
571,Commercial,Retail Trade - Food,G41,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.23325,2022-12-31,2022
572,Commercial,Accommodation and Food Services,H,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,50.167849,2022-12-31,2022
573,Commercial,Accommodation and Food Services,H,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,14.001817,2022-12-31,2022
574,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,89.787137,2022-12-31,2022
575,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.294187,2022-12-31,2022
576,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4.70699,2022-12-31,2022
577,Commercial,Defence,O76,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,3.839223,2022-12-31,2022
578,Commercial,Defence,O76,Fossil Fuels,Fuel Oil,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,256.489179,2022-12-31,2022
579,Commercial,Defence,O76,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,9.838707,2022-12-31,2022
580,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,6.799991,2022-12-31,2022
581,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3.455606,2022-12-31,2022
582,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,8.491742,2022-12-31,2022
583,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.462858,2022-12-31,2022
584,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,15.541766,2022-12-31,2022
585,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,586.017206,2022-12-31,2022
586,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3.375221,2022-12-31,2022
587,Commercial,Retail Trade - Food,G41,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,16.252862,2022-12-31,2022
588,Commercial,Retail Trade - Food,G41,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,817.040782,2022-12-31,2022
589,Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,286.185251,2022-12-31,2022
590,Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,38.89958,2022-12-31,2022
591,Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,14.690237,2022-12-31,2022
592,Commercial,Information Media and Telecommunications,J,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,14.053851,2022-12-31,2022
593,Residential,Residential,Z001,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Recreational Marine)  ,Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2669.73226,2022-12-31,2022
594,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,25.23058,2022-12-31,2022
595,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,31.545363,2022-12-31,2022
596,Industrial,Mining,B,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1410.871983,2022-12-31,2022
597,Industrial,Mining,B,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,28.110112,2022-12-31,2022
598,Industrial,Mining,B,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,115.858041,2022-12-31,2022
599,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,51.208201,2022-12-31,2022
600,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1849.390572,2022-12-31,2022
601,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1161.329598,2022-12-31,2022
602,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,184.872153,2022-12-31,2022
603,Industrial,Printing,C16,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2022-12-31,2022
604,Industrial,Printing,C16,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,,2022-12-31,2022
605,Industrial,Printing,C16,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,,2022-12-31,2022
606,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1696.548486,2022-12-31,2022
607,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,28.633288,2022-12-31,2022
608,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,2.680368,2022-12-31,2022
609,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.933014,2022-12-31,2022
610,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,190.564657,2022-12-31,2022
611,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Electric Furnace,Iron and Steel,Iron and Steel Manufacturing,Non-Transport,2007.627608,2022-12-31,2022
612,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Stationary Motors,Electric Motor,Iron and Steel,Iron and Steel Manufacturing,Non-Transport,881.210054,2022-12-31,2022
613,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,266.012424,2022-12-31,2022
614,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,93.01579,2022-12-31,2022
615,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Electric Furnace,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,17954.20937,2022-12-31,2022
616,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1137.273091,2022-12-31,2022
617,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,227.04013,2022-12-31,2022
618,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,10.797817,2022-12-31,2022
619,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,11.335408,2022-12-31,2022
620,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,677.810063,2022-12-31,2022
621,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,80.136864,2022-12-31,2022
622,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,640.910812,2022-12-31,2022
623,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,269.55127,2022-12-31,2022
624,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,383.641758,2022-12-31,2022
